3.855252700329745039e+02,-2.095611987236118523e+00,-8.626760917427343855e+00,-1.329097921120265724e+01,-1.937447711792691152e+00
4.049983566596429228e+02,-7.858933478034753506e+00,-5.043767695530037898e+00,2.132245678891505847e+00,-5.660207733257323071e-01
3.707484145972339888e+02,-1.120143199940302381e+01,7.586659209293070916e+00,5.363831955356967995e-02,8.518949602460734738e-01
3.557002937415082329e+02,8.455321456410327841e+00,3.025226986896508485e+00,1.181293531521158258e+01,-5.343622608694506226e+00
3.795912617975762373e+02,-5.119840033851220440e+00,8.069084549760896508e-01,-9.873888138823078364e+00,-9.231219063403628411e-04
4.051836906140149495e+02,6.193663107702690240e+00,-3.632253587114977034e+00,-1.825327406012154086e+01,-1.465166181214359042e+00
3.246078887477058288e+02,-8.022614001436902953e-01,-1.529229031987968668e+01,-2.030244588183171928e+01,-4.388703526481315009e+00
3.557029726521462862e+02,-2.623621621546447713e+01,-1.715631107140517031e+01,1.560226414190025679e+01,-5.859153099322301550e+00
3.749856999761082648e+02,-3.688177804940375282e+00,-6.436722482374719334e-01,-7.252846587687304947e+00,-6.574550434313355396e-01
3.425639460862395254e+02,-1.574423002783503556e+01,-1.430899061286612728e+01,-1.109189539232873400e+01,1.453509805240447150e-01
3.918944625957785775e+02,-4.097179504745160017e+00,5.246239061669509596e+00,3.598228094498783669e+00,1.173416483738914273e+00
4.073235158375368314e+02,-5.081796171597797951e+00,1.029246073192970279e+01,3.618215885409292731e+00,-1.048986743551273193e+00
2.948861697222308180e+02,-3.665867228982786941e+01,-7.595861594596684974e+00,3.880495858216658878e+00,-1.530588807215462310e+00
3.781862463450205496e+02,-3.405342770478436165e+01,-1.077074208042161985e+01,1.008733211589483858e+01,2.374858043950790254e+00
4.685455786565906919e+02,9.047581853295090681e+00,-2.879440245152220967e+00,4.030481302126712073e+00,3.193359476006580877e-01
3.994953306151644483e+02,-4.112270747059067588e+00,7.434366808758391620e+00,-4.560020244720680793e+00,9.221383741209638885e-01
4.775352600033104409e+02,1.477066169686664487e+01,-1.349444653216369083e+00,2.842274729259253618e+00,1.035720508001138462e+00
3.754345314175928934e+02,5.841200551605574276e-01,9.493347502781919189e+00,4.166715623364892096e+00,-1.813478279540960081e+00
3.366543941040943082e+02,-1.427096252328301595e+01,-1.106863478645079724e+00,5.963274310534210088e+00,3.291494390796716463e+00
4.168653039388342449e+02,1.661764885194023122e+01,-8.457758404172297517e-01,-1.866483865571777478e+00,1.642868782353460233e+00
4.720555330611196041e+02,2.491550964719548844e+01,3.640856916424746625e+00,-1.437856129227538915e+00,1.659584436379918593e+00
5.061421833160502501e+02,1.533465570968101233e+01,-1.132269257741311819e+00,3.111790712388238234e+00,1.279990882325421353e-02
4.671975424612948018e+02,7.862064375102121971e+00,-7.444443381939512605e+00,6.234215180987308536e+00,7.543486773295464687e-01
3.458202716105697618e+02,-2.663081574475362245e+01,2.563118765750497019e+00,4.236031432115481721e+00,4.071962190007631044e+00
4.142799404800362026e+02,-5.019362237576839192e+00,1.764307280851737936e+00,-6.836239610609067263e+00,-1.175265911691338871e-01
2.202547660082400682e+02,2.505830960502661853e+01,-3.720871745600878189e+00,3.879457002729059134e+00,-1.649956387828049875e+00
2.527403215560757417e+02,1.611859898150116877e+01,-2.407056404121089344e+00,2.271108796236510852e+00,3.859661545833522833e+00
4.218505842242265089e+02,5.434910888399219431e+00,7.287534394244641334e+00,-2.687156535197138041e+00,9.692404780616712401e-01
4.004801515734775421e+02,-3.142526801074223641e+01,-1.199679329426340324e+01,1.024216611099306107e+01,1.633228373205343864e+00
3.980669004066903653e+02,-5.571606036345988500e+00,2.407191600950042698e+00,2.626900216264087540e+00,2.787483548427020175e+00
3.629586946882569691e+02,-3.023401117218347878e+01,-4.374131834562385635e+00,9.827217735563605672e+00,-6.572103723822330323e+00
4.039601281005647593e+02,-3.773322327575140633e+00,1.358866777317985886e+01,9.194578667933051008e-01,-3.647170704379450346e+00
3.881267065838397343e+02,-4.057508549729861969e+00,7.270277341608145427e+00,-6.645511888495641450e+00,4.064656878809541851e+00
2.160926745522376962e+02,2.399551258156034805e+01,-8.224215832081943844e+00,-1.933124006724337818e+00,1.890423065284400739e+00
3.731753097078602082e+02,-7.300906702002917470e+00,5.907087704764162339e+00,7.278886096285251739e+00,1.790148033150222862e+00
3.772168410259472466e+02,2.670281625788065938e+00,4.327467178482427457e+00,5.731398921025015802e+00,1.267697254822802044e+00
3.773237948330335030e+02,1.856966379042636461e+01,7.226783584793317061e-02,2.332832212655544524e-01,2.042634213797305698e+00
4.103506965772153308e+02,1.518410709186408525e+00,5.624835364697572615e+00,-7.241761326003588906e+00,2.559755522328570621e-01
3.679012069375442593e+02,-9.238334827826657047e+00,7.255035174819843391e+00,-3.510323786945464875e+00,-7.488027308368003787e-01
3.260288557768967621e+02,-3.697419061536889373e+00,7.002348817006308401e+00,-1.590487165506255707e+01,-1.260977046544940805e+00
3.789352501214953008e+02,-1.314969428074011404e+01,-6.902039184204467048e-01,1.491696933911927481e+00,1.876393264080902235e+00
3.937176860225509927e+02,1.941140167652088522e+00,-1.114860000273108387e+00,4.446076931639947105e+00,4.959051001195390995e+00
4.894127997440364197e+02,1.051411461411534631e+01,-5.739278285686222780e+00,5.180383482363214220e+00,1.724620579550510513e+00
3.512621374303724906e+02,1.585256844856490943e+01,4.118974524139007443e+00,1.064148356147710395e+01,-5.015464581843698255e+00
1.640581335985469593e+02,-2.571105703047943791e+01,-1.251299774820629906e+01,2.809411749619008525e-01,2.708070220000999839e+00
3.807566315590306658e+02,3.716066823352724313e+00,7.909581567850973549e+00,6.812320380982625601e+00,-1.243491250897549527e+00
