2.599675513687159878e+01,2.363408467130566635e+02,-1.201562588649537133e+01,7.249358106637055599e+00,5.036913003290662161e+00,-2.971369846889967192e+00,2.755008466140760337e+00,1.622830047033309242e+00,8.570328502201589593e-01,1.361107702348153481e+00
3.564320224913609003e+00,2.533495202282974788e+02,-1.898257478023448286e+01,4.877517539940350311e+00,5.604057346305749698e-01,4.292142795815828693e-01,2.343062812255578109e+00,-3.240628485991559948e+00,-2.761574559073509683e-01,2.000126368462310289e+00
3.185085913629825427e+02,1.124934982869912687e+02,5.767867910700947931e+01,1.326179697001221491e+01,5.930795062955282582e+00,7.445389342738888416e+00,5.521725536353525587e-01,-3.141616357687420980e+00,1.539948329099080748e+00,-1.878823887566233974e+00
3.844642736322941801e+02,-9.471837193780044117e+01,-7.859813744997680374e+01,2.449955311603727814e+00,-2.469569025636236148e+00,1.507760969635023818e+00,-2.567170367573476497e+00,-7.265940792955953853e-01,2.645764239053274736e+00,1.080868553188227832e+00
3.855875812898852359e+02,-6.939275940674414755e+01,-6.185361085049471797e+01,3.047798891857409931e+00,-2.590056227107152331e+00,2.349552902194873560e+00,1.578678758342210831e+00,3.642151291754336384e-01,-1.398543363719949362e+00,1.326313117686721554e+00
2.395059008004966827e+01,2.073735274786910168e+02,-1.009848853326037244e+01,3.781919918171820605e+00,5.804205895027950035e+00,-9.922182750453225619e-01,5.179277158774667988e+00,2.254995688519179087e+00,5.623660268579889099e+00,2.493457401692972475e+00
4.702423764411422553e+02,-1.460950882328922340e+01,-4.484535880343267777e+00,-1.761114122874340637e+01,1.184762867928916386e+01,1.929128763788118484e+00,-4.679245041493041768e+00,-1.379174500158698358e+00,1.991474724802939633e-01,-1.312194059876639729e+00
2.811377143873074829e+02,1.406800577909015146e+02,4.919006886597979644e+01,1.277923482858940218e+01,6.240368808368055298e+00,1.287986803853730322e+01,-3.988176023059480935e-01,-3.570161973353807028e-01,1.138237878301736616e+00,-3.139958663466714928e+00
5.569115809228637772e+02,5.415635276764886896e+01,8.057736877981557200e+01,1.637332493940636402e+00,-9.785025628326859959e+00,-1.335932071878813243e+00,-1.762300758204822682e+00,2.393915164913869020e-01,-1.669165510222669901e+00,4.835420164828017064e-01
5.121912328836777988e+02,6.308567759031842570e+01,8.839469998052869926e+01,4.306647775798091438e+00,-6.602144992901685328e+00,1.439378469651093173e+00,-1.025595024429665658e+00,3.423102043999166177e+00,-8.046854479681986305e-02,1.553471352914069570e+00
3.828209734857618969e+02,2.605628235570688034e+01,3.193197605767394975e+01,-8.930841412920532463e+00,-3.927945034014378223e+00,-3.369191740274866120e+00,3.352252574143343988e+00,1.312413764803456395e+00,3.350417014243948444e+00,1.981172473280138346e+00
1.622684725813098794e+01,2.563518093079573532e+02,-1.090205329673579371e+01,7.085280000146871870e+00,1.844418835079441932e+00,-4.501258043757131233e+00,-1.844130658233348541e+00,-2.667818476847028997e+00,6.494525540278277553e-01,2.563575524308189912e+00
-9.867366731914235345e+01,3.308528257392570708e+02,-2.736948371141971137e+01,-9.304550842782465025e+00,-3.864342050772276771e+00,2.905982802662263609e-01,-2.251584919844788146e+00,-2.685043019496660133e+00,3.568989228838401750e+00,3.836856610033636539e-01
-1.060839332413152931e+02,3.426338000036606672e+02,-3.181756483768126031e+01,-1.346777836111485271e+01,-5.636742574948755191e+00,1.473552882977248846e+00,-1.737877744506518329e+00,-4.566907936270503399e-02,-1.538913603472128244e+00,-9.394489995660899595e-01
5.771270522098657239e+02,5.943599067990056994e+01,9.300248608476493928e+01,7.046090942594445128e-01,-1.284767866562614458e+01,-3.957913150443932881e+00,-1.150652674349753823e+00,1.995483913307682933e+00,-1.124085751041460579e+00,-6.499113266018865520e-01
6.110584477409452830e+01,1.965492564198860634e+02,-1.305445854095932035e+01,3.690317614932038914e+00,7.585714531124112536e-01,-2.709389859361513775e+00,3.796547166488687175e+00,4.847714593196334576e+00,5.541764546414024828e+00,-2.167283929836288925e-01
3.387156705674915713e+01,2.823944497477656341e+02,-2.838715766540126850e+01,-6.939572181944685170e+00,5.031880085785811474e+00,1.975852996779958293e+00,4.670451570007488229e+00,8.976458547739479599e+00,-8.588432867518823954e+00,-1.648955690753322045e+00
-7.806060317154995687e+01,3.158591307436024636e+02,-2.168334369726634492e+01,-1.250175914626559859e+01,-8.754192060357326000e+00,2.051511771711932219e+00,4.354420015475062300e+00,-1.675106808143417503e+00,-1.638527110437660195e+00,3.496492184412728577e+00
-1.069958335101269853e+02,3.404768691539145493e+02,-3.592586540825250552e+01,-1.213046106838798366e+01,-4.522806349530878123e+00,2.982048698037337520e+00,-1.216304027830092283e+00,-7.217273030231295294e+00,2.744938070042017841e+00,-4.151793584556077832e+00
