1.034187615972229146e+01,2.556094847073306919e+00,7.496542840727365986e-01,7.163708420601262450e-01,7.649656228642124356e-01
-6.470586459408028679e-01,-4.760450319680801790e-01,1.098873188425857350e+00,8.530364735705751045e-01,3.906937637374707228e-01
-4.006496065240249926e+00,-9.217484929537681504e-01,-3.058511129288142838e-01,-2.621853755596553759e-01,-3.228879816469443220e-01
-4.914229563535021938e+00,-1.173031307926494460e+00,-6.704600218845703230e-01,-1.091403464480552143e+00,-1.262238629529043088e+00
-1.488754392339705968e+00,-1.833229171545929237e+00,3.832290232898566962e-01,-1.012659242863835685e+00,-7.781652743568138499e-03
-5.402157719855845031e+00,-6.493398146625802836e-01,-6.066422611415672739e-01,-8.762043723488212033e-01,-7.897337278910240288e-01
-4.865866754269926098e+00,-3.969556582289125446e-01,-2.490023622486807475e-01,-3.091792179809516039e-01,5.093617263912973009e-02
-2.741943763843804671e+00,-1.434143749872491269e-01,3.746927970210886527e-01,-1.378632825573999077e-01,1.333429077608505819e+00
4.146657637878603531e+00,2.648303702579978935e+00,-1.568800158819426249e+00,8.963071563141392639e-01,2.589562647257682926e+00
5.253436111049259338e+00,-5.816769884478576458e-01,-1.794801002035618209e+00,7.310767483167748826e-02,1.414863148272924809e+00
-1.865801200309606056e+00,-1.344299519708726187e+00,-1.406930348348571336e+00,-4.972343959410466252e-02,-5.048880624907655656e-01
-3.632720033683925820e+00,-8.850585613542254482e-01,-1.674576002228837179e+00,-4.657605435823038431e-01,-1.611742040469101189e+00
-4.037125157339970016e+00,-9.343252715890275617e-01,-1.332248688331477249e+00,-4.621911622957609045e-01,-1.993062727222859376e+00
-3.712824927703282096e+00,-8.625396833426002274e-01,-2.625390579659688806e-01,-7.114506424089198644e-01,-1.625419691432301805e+00
-4.435684424561668671e+00,-4.475722482696358195e-01,-8.965449600718907730e-01,2.992265463588124064e-01,-1.248892526026104566e+00
-4.178319071822480524e+00,-3.802340796958545988e-01,-9.565759505346820291e-01,3.046856671587258591e-01,-6.847651756898697206e-01
-2.827131791409689843e+00,-6.237857013477904333e-01,-9.225921949822847301e-01,5.885781355379342550e-01,-3.165679931497417804e-02
