-2.328736572837776797e-01,-1.222934526854634774e+00,-6.692229523394170876e-01,-1.419279199562842320e-01,2.047842139078182577e-01,-1.364795680799786859e-01,-5.844866417029660755e-02,5.672303609344102326e-02,-7.615372402620648740e-02,-7.712139169077610046e-02,3.757367536663051844e-02,3.081560129452869459e-02,-9.150230148136986874e-02,-9.646694536523735264e-02,-3.774348558067486172e-03,-2.191242788177119594e-02,6.699254618029720776e-02,8.078298661369425621e-03,6.973099642359130435e-02,-3.577237931997027248e-02
-1.496988834479796582e-01,-2.554307861911933042e-01,-5.462942071691457846e-01,-1.771563898082390009e-01,4.478452866546861998e-03,-7.091595792194489711e-02,4.977642972765983220e-01,7.107899843081717794e-02,-2.556385048989898157e-01,-3.397543291894634943e-02,-2.015499272820066301e-02,-9.710706065993063296e-02,-1.187397210887212312e-01,-1.591324820167668297e-01,-5.305327624082809002e-02,-6.192732403338693098e-02,5.766155197887971873e-02,-6.712182706480097905e-02,4.088455325171082289e-02,-1.393585652248170159e-01
-8.892575310943938716e-01,-3.981926499089465388e-01,-9.325256289212588423e-02,4.674759207865717553e-02,-1.738636965584834312e-02,9.655066229974336445e-02,2.237650117970261393e-02,1.411294989644247544e-01,1.099376348876718590e-01,3.263873606232296082e-02,-4.293309959669681930e-02,5.865749871292259832e-02,-2.629587014514174828e-02,-9.855380957776734008e-02,1.216032369789932788e-01,2.588930745542682849e-02,-5.291489694321808296e-02,1.002706053821333411e-02,8.889053263069657262e-02,-1.460309433644937406e-02
-2.587369566412202060e-01,1.267096650474660580e+00,1.217794316424532786e-01,-3.125038827835895927e-01,-2.487037288620369269e-01,-5.263733978304314248e-02,-5.870947365934234830e-01,-1.331237507123832209e-01,2.928140036251963840e-01,7.871419285748053329e-02,2.868006268341635745e-01,-2.113645529459866612e-01,3.955731272400205834e-01,2.303196413189178837e-01,9.946989400352972133e-02,4.505988371682128485e-02,-1.914622026771230501e-01,-2.682744987285275440e-01,-8.565267222534634489e-04,1.879589575677199642e-01
-9.500376784424062748e-01,2.455608880608145750e+00,-7.864340741550461811e-01,6.504561994267707425e-02,5.124165586669273548e-02,1.822622365386071530e-01,-3.119339844673102990e-01,-2.051182956528937729e-01,2.924190143905404105e-01,1.662272535885094826e-01,-1.667663465586967098e-01,-1.401624169561444255e-01,7.340164590741546542e-03,4.370332824763127344e-01,-1.039462310181824278e-01,1.989555120167886271e-01,-3.168929444149352626e-01,2.580478790177060944e-01,5.642814676222399073e-02,-1.916625141019703549e-01
8.199802778872770093e-01,5.429313297425776286e-01,9.850534362093498197e-01,-5.051723151504200482e-01,2.261471086336054592e-01,8.141778445912392637e-03,-1.651885164002080963e-01,-3.137262038280883569e-01,4.739334371637393684e-02,-1.366928343679628954e-01,-4.034392611732410400e-02,2.020022873171954392e-01,-1.490383126790287838e-01,-1.478284526127485177e-01,4.427054430340870289e-02,-1.694412335616777288e-01,-4.124341205342222511e-02,-2.885080676989425913e-02,-7.304937937389677227e-02,-1.053424945751594774e-02
-1.243852502324508391e+00,-9.869791716884070976e-01,4.065019555186916156e-01,2.783083752197160199e-01,1.967010380378818660e-02,8.941509823412430516e-03,4.914287259422028820e-02,7.320100850430245887e-02,8.927029315734469339e-02,-2.302337998070847630e-02,2.056010200543372315e-02,1.051561154655933795e-04,-3.400885522326940053e-02,-1.095159546812715101e-01,-2.889542286727514453e-02,2.394016897756166135e-02,1.090109466959907347e-01,8.158509676707382391e-03,8.198731220764218786e-02,4.318879999543842607e-02
-8.759886743549706312e-01,-9.527360710733110416e-01,5.274602499393556965e-01,7.702466645542106749e-02,-1.227699451153428933e-01,-1.939246933548597895e-01,1.513221995445603874e-01,3.653394931899026782e-02,-1.470313350129135999e-01,-4.715470535409631986e-02,1.706980134309188657e-01,-1.365123895625090233e-01,9.143507066098236630e-03,-1.061319521985836650e-01,2.431544143044190795e-02,2.894855655106842729e-02,-2.065242498451362943e-02,-3.361790783568713303e-02,2.691123121677798519e-02,1.848577059991103957e-02
3.780465605701984977e+00,-4.493636551088903142e-01,5.440872324590249193e-02,6.696342540020264744e-01,-1.174614914451481279e-01,1.580613720321335514e-01,4.020600310361563956e-01,2.733017588813942966e-01,-3.530107258390477454e-01,4.038756180418402730e-02,-2.454340526362311370e-01,2.935658766844437273e-01,7.528261720643441256e-03,5.027667265714271666e-02,-9.998983803199669451e-02,-6.951244324082349324e-02,3.895008362180351624e-01,1.135532925049211050e-01,-2.909268663964784674e-01,1.422972742776499600e-01
-2.551585025557101538e-01,-1.087376871486878338e+00,-7.129930489998140830e-01,-2.482729940003181035e-01,1.820950329598962081e-01,-1.159156955081352275e-01,1.292045001712967614e-02,-3.236277229172709879e-02,-1.134652800502121833e-01,-2.364613820162705590e-02,8.715841086168156504e-02,-1.691435624637210866e-02,2.092979333909849790e-02,8.803720968885485332e-02,7.619458336991311032e-02,8.676244446931996590e-02,-9.686837243939313419e-03,-4.850994295289105113e-02,-2.557985487591699081e-02,1.544270598314761711e-01
-1.506271719031693768e-01,-1.854704216543193451e-01,-4.488295598200417458e-01,-4.912949723579251304e-01,-3.914131570161849538e-01,-1.209870625272442130e-01,1.329733289122719264e-01,5.893227541547606252e-02,-5.503814890156236844e-02,-1.119977856787803122e-01,1.267148192511297899e-01,-7.936885510684643652e-02,1.480852666464206879e-01,1.141953279461463133e-01,-2.511187731057617500e-01,-7.380777162546747761e-02,1.540418768585360698e-01,1.403786271275185848e-01,-1.748126109529449246e-01,-1.020592008348404217e-01
-8.951882657411671662e-01,-1.958918501490647113e-01,-7.523928837595283969e-02,-6.131526310476833469e-02,-8.992941640710969131e-02,2.184122624211629060e-02,1.928931174783367619e-01,-2.516708821421479326e-03,1.274797177903519707e-01,1.368807469557977996e-01,-7.278661052250230690e-02,-8.921922899097592397e-02,-1.152037936003126456e-01,-8.256821467339064274e-03,-1.645832326321382266e-01,1.023594244736180346e-02,2.301805360939858727e-02,9.227589545817101169e-02,1.532438836837341509e-03,-2.873232464260470562e-02
-1.635895961583642977e-01,8.748104397279693467e-01,6.316172826679000707e-02,-4.222462757699377289e-02,-2.704756856696020062e-01,-2.081351665092998904e-01,3.244116262046962268e-02,-5.758668595980473426e-02,3.038435262912127510e-01,-8.068725349911579081e-02,-9.481449169163204405e-02,6.681880703298747649e-03,-1.895542984206489701e-01,-1.295727145271783620e-01,4.433658967042224952e-01,-9.240271982382109242e-03,-1.730562526069173435e-01,-1.507882427313667062e-01,2.738755830043300699e-01,-2.470513576920694288e-01
